input1_name,input1_qty,input1_href,input1_img,input1_bg,input2_name,input2_qty,input2_href,input2_img,input2_bg,input3_name,input3_qty,input3_href,input3_img,input3_bg,output_name,output_qty,output_href,output_img,output_bg
Phosphorus,30,https://nomansskyrecipes.com/raw/raw29,https://app.nmsassistant.com/assets/images/rawMaterials/29.png,#DB2400,Cobalt,60,https://nomansskyrecipes.com/raw/raw14,https://app.nmsassistant.com/assets/images/rawMaterials/14.png,#005C83,Platinum,5,https://nomansskyrecipes.com/raw/raw34,https://app.nmsassistant.com/assets/images/rawMaterials/34.png,#507575,Magno-Gold,1,https://nomansskyrecipes.com/products/prod75,https://app.nmsassistant.com/assets/images/products/75.png,#F3A923
Phosphorus,30,https://nomansskyrecipes.com/raw/raw29,https://app.nmsassistant.com/assets/images/rawMaterials/29.png,#DB2400,Ionised Cobalt,30,https://nomansskyrecipes.com/raw/raw15,https://app.nmsassistant.com/assets/images/rawMaterials/15.png,#005C83,Platinum,5,https://nomansskyrecipes.com/raw/raw34,https://app.nmsassistant.com/assets/images/rawMaterials/34.png,#507575,Magno-Gold,1,https://nomansskyrecipes.com/products/prod75,https://app.nmsassistant.com/assets/images/products/75.png,#F3A923
Dioxite,30,https://nomansskyrecipes.com/raw/raw28,https://app.nmsassistant.com/assets/images/rawMaterials/28.png,#1E4FD0,Cobalt,60,https://nomansskyrecipes.com/raw/raw14,https://app.nmsassistant.com/assets/images/rawMaterials/14.png,#005C83,Tritium,20,https://nomansskyrecipes.com/raw/raw7,https://app.nmsassistant.com/assets/images/rawMaterials/7.png,#DEDCD1,Grantine,1,https://nomansskyrecipes.com/products/prod73,https://app.nmsassistant.com/assets/images/products/73.png,#F3A923
Dioxite,30,https://nomansskyrecipes.com/raw/raw28,https://app.nmsassistant.com/assets/images/rawMaterials/28.png,#1E4FD0,Ionised Cobalt,30,https://nomansskyrecipes.com/raw/raw15,https://app.nmsassistant.com/assets/images/rawMaterials/15.png,#005C83,Tritium,20,https://nomansskyrecipes.com/raw/raw7,https://app.nmsassistant.com/assets/images/rawMaterials/7.png,#DEDCD1,Grantine,1,https://nomansskyrecipes.com/products/prod73,https://app.nmsassistant.com/assets/images/products/73.png,#F3A923
Dioxite,30,https://nomansskyrecipes.com/raw/raw28,https://app.nmsassistant.com/assets/images/rawMaterials/28.png,#1E4FD0,Cobalt,60,https://nomansskyrecipes.com/raw/raw14,https://app.nmsassistant.com/assets/images/rawMaterials/14.png,#005C83,Silver,20,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Grantine,1,https://nomansskyrecipes.com/products/prod73,https://app.nmsassistant.com/assets/images/products/73.png,#F3A923
Dioxite,30,https://nomansskyrecipes.com/raw/raw28,https://app.nmsassistant.com/assets/images/rawMaterials/28.png,#1E4FD0,Ionised Cobalt,30,https://nomansskyrecipes.com/raw/raw15,https://app.nmsassistant.com/assets/images/rawMaterials/15.png,#005C83,Silver,20,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Grantine,1,https://nomansskyrecipes.com/products/prod73,https://app.nmsassistant.com/assets/images/products/73.png,#F3A923
Dioxite,30,https://nomansskyrecipes.com/raw/raw28,https://app.nmsassistant.com/assets/images/rawMaterials/28.png,#1E4FD0,Cobalt,60,https://nomansskyrecipes.com/raw/raw14,https://app.nmsassistant.com/assets/images/rawMaterials/14.png,#005C83,Gold,10,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06,Grantine,1,https://nomansskyrecipes.com/products/prod73,https://app.nmsassistant.com/assets/images/products/73.png,#F3A923
Dioxite,30,https://nomansskyrecipes.com/raw/raw28,https://app.nmsassistant.com/assets/images/rawMaterials/28.png,#1E4FD0,Ionised Cobalt,30,https://nomansskyrecipes.com/raw/raw15,https://app.nmsassistant.com/assets/images/rawMaterials/15.png,#005C83,Gold,10,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06,Grantine,1,https://nomansskyrecipes.com/products/prod73,https://app.nmsassistant.com/assets/images/products/73.png,#F3A923
Dioxite,30,https://nomansskyrecipes.com/raw/raw28,https://app.nmsassistant.com/assets/images/rawMaterials/28.png,#1E4FD0,Cobalt,60,https://nomansskyrecipes.com/raw/raw14,https://app.nmsassistant.com/assets/images/rawMaterials/14.png,#005C83,Platinum,5,https://nomansskyrecipes.com/raw/raw34,https://app.nmsassistant.com/assets/images/rawMaterials/34.png,#507575,Grantine,1,https://nomansskyrecipes.com/products/prod73,https://app.nmsassistant.com/assets/images/products/73.png,#F3A923
Dioxite,30,https://nomansskyrecipes.com/raw/raw28,https://app.nmsassistant.com/assets/images/rawMaterials/28.png,#1E4FD0,Ionised Cobalt,30,https://nomansskyrecipes.com/raw/raw15,https://app.nmsassistant.com/assets/images/rawMaterials/15.png,#005C83,Platinum,5,https://nomansskyrecipes.com/raw/raw34,https://app.nmsassistant.com/assets/images/rawMaterials/34.png,#507575,Grantine,1,https://nomansskyrecipes.com/products/prod73,https://app.nmsassistant.com/assets/images/products/73.png,#F3A923
Sulphurine,100,https://nomansskyrecipes.com/raw/raw35,https://app.nmsassistant.com/assets/images/rawMaterials/35.png,#265E3A,Carbon,20,https://nomansskyrecipes.com/raw/raw1,https://app.nmsassistant.com/assets/images/rawMaterials/1.png,#BB3830,Salt,10,https://nomansskyrecipes.com/raw/raw16,https://app.nmsassistant.com/assets/images/rawMaterials/16.png,#1E8A42,Thermic Condensate,1,https://nomansskyrecipes.com/products/prod61,https://app.nmsassistant.com/assets/images/products/61.png,#CCCCCC
Radon,100,https://nomansskyrecipes.com/raw/raw36,https://app.nmsassistant.com/assets/images/rawMaterials/36.png,#4C3780,Carbon,20,https://nomansskyrecipes.com/raw/raw1,https://app.nmsassistant.com/assets/images/rawMaterials/1.png,#BB3830,Salt,10,https://nomansskyrecipes.com/raw/raw16,https://app.nmsassistant.com/assets/images/rawMaterials/16.png,#1E8A42,Enriched Carbon,1,https://nomansskyrecipes.com/products/prod59,https://app.nmsassistant.com/assets/images/products/59.png,#CCCCCC
Nitrogen,100,https://nomansskyrecipes.com/raw/raw37,https://app.nmsassistant.com/assets/images/rawMaterials/37.png,#DE921F,Carbon,20,https://nomansskyrecipes.com/raw/raw1,https://app.nmsassistant.com/assets/images/rawMaterials/1.png,#BB3830,Salt,10,https://nomansskyrecipes.com/raw/raw16,https://app.nmsassistant.com/assets/images/rawMaterials/16.png,#1E8A42,Nitrogen Salt,1,https://nomansskyrecipes.com/products/prod60,https://app.nmsassistant.com/assets/images/products/60.png,#CCCCCC
Sulphurine,100,https://nomansskyrecipes.com/raw/raw35,https://app.nmsassistant.com/assets/images/rawMaterials/35.png,#265E3A,Condensed Carbon,10,https://nomansskyrecipes.com/raw/raw2,https://app.nmsassistant.com/assets/images/rawMaterials/2.png,#BB3830,Salt,10,https://nomansskyrecipes.com/raw/raw16,https://app.nmsassistant.com/assets/images/rawMaterials/16.png,#1E8A42,Thermic Condensate,1,https://nomansskyrecipes.com/products/prod61,https://app.nmsassistant.com/assets/images/products/61.png,#CCCCCC
Radon,100,https://nomansskyrecipes.com/raw/raw36,https://app.nmsassistant.com/assets/images/rawMaterials/36.png,#4C3780,Condensed Carbon,10,https://nomansskyrecipes.com/raw/raw2,https://app.nmsassistant.com/assets/images/rawMaterials/2.png,#BB3830,Salt,10,https://nomansskyrecipes.com/raw/raw16,https://app.nmsassistant.com/assets/images/rawMaterials/16.png,#1E8A42,Enriched Carbon,1,https://nomansskyrecipes.com/products/prod59,https://app.nmsassistant.com/assets/images/products/59.png,#CCCCCC
Nitrogen,100,https://nomansskyrecipes.com/raw/raw37,https://app.nmsassistant.com/assets/images/rawMaterials/37.png,#DE921F,Condensed Carbon,10,https://nomansskyrecipes.com/raw/raw2,https://app.nmsassistant.com/assets/images/rawMaterials/2.png,#BB3830,Salt,10,https://nomansskyrecipes.com/raw/raw16,https://app.nmsassistant.com/assets/images/rawMaterials/16.png,#1E8A42,Nitrogen Salt,1,https://nomansskyrecipes.com/products/prod60,https://app.nmsassistant.com/assets/images/products/60.png,#CCCCCC
Sulphurine,100,https://nomansskyrecipes.com/raw/raw35,https://app.nmsassistant.com/assets/images/rawMaterials/35.png,#265E3A,Carbon,20,https://nomansskyrecipes.com/raw/raw1,https://app.nmsassistant.com/assets/images/rawMaterials/1.png,#BB3830,Chlorine,5,https://nomansskyrecipes.com/raw/raw17,https://app.nmsassistant.com/assets/images/rawMaterials/17.png,#1E8A42,Thermic Condensate,1,https://nomansskyrecipes.com/products/prod61,https://app.nmsassistant.com/assets/images/products/61.png,#CCCCCC
Radon,100,https://nomansskyrecipes.com/raw/raw36,https://app.nmsassistant.com/assets/images/rawMaterials/36.png,#4C3780,Carbon,20,https://nomansskyrecipes.com/raw/raw1,https://app.nmsassistant.com/assets/images/rawMaterials/1.png,#BB3830,Chlorine,5,https://nomansskyrecipes.com/raw/raw17,https://app.nmsassistant.com/assets/images/rawMaterials/17.png,#1E8A42,Enriched Carbon,1,https://nomansskyrecipes.com/products/prod59,https://app.nmsassistant.com/assets/images/products/59.png,#CCCCCC
Nitrogen,100,https://nomansskyrecipes.com/raw/raw37,https://app.nmsassistant.com/assets/images/rawMaterials/37.png,#DE921F,Carbon,20,https://nomansskyrecipes.com/raw/raw1,https://app.nmsassistant.com/assets/images/rawMaterials/1.png,#BB3830,Chlorine,5,https://nomansskyrecipes.com/raw/raw17,https://app.nmsassistant.com/assets/images/rawMaterials/17.png,#1E8A42,Nitrogen Salt,1,https://nomansskyrecipes.com/products/prod60,https://app.nmsassistant.com/assets/images/products/60.png,#CCCCCC
Sulphurine,100,https://nomansskyrecipes.com/raw/raw35,https://app.nmsassistant.com/assets/images/rawMaterials/35.png,#265E3A,Condensed Carbon,10,https://nomansskyrecipes.com/raw/raw2,https://app.nmsassistant.com/assets/images/rawMaterials/2.png,#BB3830,Chlorine,5,https://nomansskyrecipes.com/raw/raw17,https://app.nmsassistant.com/assets/images/rawMaterials/17.png,#1E8A42,Thermic Condensate,1,https://nomansskyrecipes.com/products/prod61,https://app.nmsassistant.com/assets/images/products/61.png,#CCCCCC
Radon,100,https://nomansskyrecipes.com/raw/raw36,https://app.nmsassistant.com/assets/images/rawMaterials/36.png,#4C3780,Condensed Carbon,10,https://nomansskyrecipes.com/raw/raw2,https://app.nmsassistant.com/assets/images/rawMaterials/2.png,#BB3830,Chlorine,5,https://nomansskyrecipes.com/raw/raw17,https://app.nmsassistant.com/assets/images/rawMaterials/17.png,#1E8A42,Enriched Carbon,1,https://nomansskyrecipes.com/products/prod59,https://app.nmsassistant.com/assets/images/products/59.png,#CCCCCC
Nitrogen,100,https://nomansskyrecipes.com/raw/raw37,https://app.nmsassistant.com/assets/images/rawMaterials/37.png,#DE921F,Condensed Carbon,10,https://nomansskyrecipes.com/raw/raw2,https://app.nmsassistant.com/assets/images/rawMaterials/2.png,#BB3830,Chlorine,5,https://nomansskyrecipes.com/raw/raw17,https://app.nmsassistant.com/assets/images/rawMaterials/17.png,#1E8A42,Nitrogen Salt,1,https://nomansskyrecipes.com/products/prod60,https://app.nmsassistant.com/assets/images/products/60.png,#CCCCCC
Silicate Powder,40,https://nomansskyrecipes.com/raw/raw11,https://app.nmsassistant.com/assets/images/rawMaterials/11.png,#8A7F72,,,,,,,,,,,Glass,1,https://nomansskyrecipes.com/products/prod54,https://app.nmsassistant.com/assets/images/products/54.png,#CCCCCC
Tainted Metal,1,https://nomansskyrecipes.com/raw/raw62,https://app.nmsassistant.com/assets/images/rawMaterials/62.png,#DEDCD1,,,,,,,,,,,Nanite Cluster,2,https://nomansskyrecipes.com/raw/raw56,https://app.nmsassistant.com/assets/images/rawMaterials/56.png,#1E354E
Cursed Dust,2,https://nomansskyrecipes.com/raw/raw69,https://app.nmsassistant.com/assets/images/rawMaterials/69.png,#512741,,,,,,,,,,,Residual Goop,1,https://nomansskyrecipes.com/raw/raw51,https://app.nmsassistant.com/assets/images/rawMaterials/51.png,#5B6F35
Vile Spawn,1,https://nomansskyrecipes.com/curiosities/cur74,https://app.nmsassistant.com/assets/images/curiosities/74.png,#CCCCCC,,,,,,,,,,,Nanite Cluster,50,https://nomansskyrecipes.com/raw/raw56,https://app.nmsassistant.com/assets/images/rawMaterials/56.png,#1E354E
Flesh Rope,1,https://nomansskyrecipes.com/curiosities/cur73,https://app.nmsassistant.com/assets/images/curiosities/73.png,#4D2957,,,,,,,,,,,Nanite Cluster,50,https://nomansskyrecipes.com/raw/raw56,https://app.nmsassistant.com/assets/images/rawMaterials/56.png,#1E354E
Radiant Shard,1,https://nomansskyrecipes.com/curiosities/cur101,https://app.nmsassistant.com/assets/images/curiosities/101.png,#4D2957,,,,,,,,,,,Nanite Cluster,50,https://nomansskyrecipes.com/raw/raw56,https://app.nmsassistant.com/assets/images/rawMaterials/56.png,#1E354E
Inverted Mirror,1,https://nomansskyrecipes.com/curiosities/cur100,https://app.nmsassistant.com/assets/images/curiosities/100.png,#4D2957,,,,,,,,,,,Nanite Cluster,95,https://nomansskyrecipes.com/raw/raw56,https://app.nmsassistant.com/assets/images/rawMaterials/56.png,#1E354E
Hyaline Brain,1,https://nomansskyrecipes.com/curiosities/cur98,https://app.nmsassistant.com/assets/images/curiosities/98.png,#4D2957,,,,,,,,,,,Nanite Cluster,230,https://nomansskyrecipes.com/raw/raw56,https://app.nmsassistant.com/assets/images/rawMaterials/56.png,#1E354E
Atlantideum,1,https://nomansskyrecipes.com/raw/raw72,https://app.nmsassistant.com/assets/images/rawMaterials/72.png,#4D2957,,,,,,,,,,,Pugneum,2,https://nomansskyrecipes.com/raw/raw31,https://app.nmsassistant.com/assets/images/rawMaterials/31.png,#4D2957
Atlantideum,1,https://nomansskyrecipes.com/raw/raw72,https://app.nmsassistant.com/assets/images/rawMaterials/72.png,#4D2957,Pugneum,1,https://nomansskyrecipes.com/raw/raw31,https://app.nmsassistant.com/assets/images/rawMaterials/31.png,#4D2957,,,,,,Runaway Mould,3,https://nomansskyrecipes.com/raw/raw52,https://app.nmsassistant.com/assets/images/rawMaterials/52.png,#5B6F35
Atlantideum,5,https://nomansskyrecipes.com/raw/raw72,https://app.nmsassistant.com/assets/images/rawMaterials/72.png,#4D2957,Mordite,5,https://nomansskyrecipes.com/raw/raw30,https://app.nmsassistant.com/assets/images/rawMaterials/30.png,#512741,,,,,,Living Slime,1,https://nomansskyrecipes.com/raw/raw54,https://app.nmsassistant.com/assets/images/rawMaterials/54.png,#5B6F35
Pyrite,1,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002,Magnetised Ferrite,1,https://nomansskyrecipes.com/raw/raw10,https://app.nmsassistant.com/assets/images/rawMaterials/10.png,#8A7F72,,,,,,Basalt,1,https://nomansskyrecipes.com/raw/raw61,https://app.nmsassistant.com/assets/images/rawMaterials/61.png,#1A2733
Phosphorus,1,https://nomansskyrecipes.com/raw/raw29,https://app.nmsassistant.com/assets/images/rawMaterials/29.png,#DB2400,Magnetised Ferrite,1,https://nomansskyrecipes.com/raw/raw10,https://app.nmsassistant.com/assets/images/rawMaterials/10.png,#8A7F72,,,,,,Basalt,2,https://nomansskyrecipes.com/raw/raw61,https://app.nmsassistant.com/assets/images/rawMaterials/61.png,#1A2733
Di-hydrogen,1,https://nomansskyrecipes.com/raw/raw5,https://app.nmsassistant.com/assets/images/rawMaterials/5.png,#355A7D,Silicate Powder,1,https://nomansskyrecipes.com/raw/raw11,https://app.nmsassistant.com/assets/images/rawMaterials/11.png,#8A7F72,,,,,,Deuterium,1,https://nomansskyrecipes.com/raw/raw6,https://app.nmsassistant.com/assets/images/rawMaterials/6.png,#355A7D
Activated Quartzite,1,https://nomansskyrecipes.com/raw/raw80,https://app.nmsassistant.com/assets/images/rawMaterials/80.png,#4D2957,,,,,,,,,,,Chromatic Metal,4,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000
Activated Quartzite,1,https://nomansskyrecipes.com/raw/raw80,https://app.nmsassistant.com/assets/images/rawMaterials/80.png,#4D2957,Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,,,,,,Magnetised Ferrite,8,https://nomansskyrecipes.com/raw/raw10,https://app.nmsassistant.com/assets/images/rawMaterials/10.png,#8A7F72
Activated Quartzite,1,https://nomansskyrecipes.com/raw/raw80,https://app.nmsassistant.com/assets/images/rawMaterials/80.png,#4D2957,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Chromatic Metal,8,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000
Quartzite,2,https://nomansskyrecipes.com/raw/raw75,https://app.nmsassistant.com/assets/images/rawMaterials/75.png,#4D2957,,,,,,,,,,,Chromatic Metal,4,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000
Quartzite,1,https://nomansskyrecipes.com/raw/raw75,https://app.nmsassistant.com/assets/images/rawMaterials/75.png,#4D2957,Chromatic Metal,1,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000,,,,,,Quartzite,2,https://nomansskyrecipes.com/raw/raw75,https://app.nmsassistant.com/assets/images/rawMaterials/75.png,#4D2957
Quartzite,1,https://nomansskyrecipes.com/raw/raw75,https://app.nmsassistant.com/assets/images/rawMaterials/75.png,#4D2957,Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,,,,,,Magnetised Ferrite,4,https://nomansskyrecipes.com/raw/raw10,https://app.nmsassistant.com/assets/images/rawMaterials/10.png,#8A7F72
Quartzite,1,https://nomansskyrecipes.com/raw/raw75,https://app.nmsassistant.com/assets/images/rawMaterials/75.png,#4D2957,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Chromatic Metal,4,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000
Silver,1,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Gold,1,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06,Quartzite,1,https://nomansskyrecipes.com/raw/raw75,https://app.nmsassistant.com/assets/images/rawMaterials/75.png,#4D2957,Chromatic Metal,30,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000
Crystallised Helium,1,https://nomansskyrecipes.com/raw/raw78,https://app.nmsassistant.com/assets/images/rawMaterials/78.png,#1E4FD0,,,,,,,,,,,Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72
Quartzite,1,https://nomansskyrecipes.com/raw/raw75,https://app.nmsassistant.com/assets/images/rawMaterials/75.png,#4D2957,Crystallised Helium,1,https://nomansskyrecipes.com/raw/raw78,https://app.nmsassistant.com/assets/images/rawMaterials/78.png,#1E4FD0,,,,,,Lithium,1,https://nomansskyrecipes.com/raw/raw77,https://app.nmsassistant.com/assets/images/rawMaterials/77.png,#1A2733
Activated Quartzite,1,https://nomansskyrecipes.com/raw/raw80,https://app.nmsassistant.com/assets/images/rawMaterials/80.png,#4D2957,Crystallised Helium,1,https://nomansskyrecipes.com/raw/raw78,https://app.nmsassistant.com/assets/images/rawMaterials/78.png,#1E4FD0,,,,,,Lithium,2,https://nomansskyrecipes.com/raw/raw77,https://app.nmsassistant.com/assets/images/rawMaterials/77.png,#1A2733
Crystallised Helium,1,https://nomansskyrecipes.com/raw/raw78,https://app.nmsassistant.com/assets/images/rawMaterials/78.png,#1E4FD0,Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,,,,,,Uranium,1,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00
Crystallised Helium,1,https://nomansskyrecipes.com/raw/raw78,https://app.nmsassistant.com/assets/images/rawMaterials/78.png,#1E4FD0,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Uranium,2,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00
Crystallised Helium,1,https://nomansskyrecipes.com/raw/raw78,https://app.nmsassistant.com/assets/images/rawMaterials/78.png,#1E4FD0,Magnetised Ferrite,1,https://nomansskyrecipes.com/raw/raw10,https://app.nmsassistant.com/assets/images/rawMaterials/10.png,#8A7F72,,,,,,Uranium,3,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00
Quartzite,1,https://nomansskyrecipes.com/raw/raw75,https://app.nmsassistant.com/assets/images/rawMaterials/75.png,#4D2957,Crystallised Helium,1,https://nomansskyrecipes.com/raw/raw78,https://app.nmsassistant.com/assets/images/rawMaterials/78.png,#1E4FD0,Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Activated Quartzite,1,https://nomansskyrecipes.com/raw/raw80,https://app.nmsassistant.com/assets/images/rawMaterials/80.png,#4D2957
Activated Quartzite,1,https://nomansskyrecipes.com/raw/raw80,https://app.nmsassistant.com/assets/images/rawMaterials/80.png,#4D2957,Crystallised Helium,1,https://nomansskyrecipes.com/raw/raw78,https://app.nmsassistant.com/assets/images/rawMaterials/78.png,#1E4FD0,Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Sodium Nitrate,2,https://nomansskyrecipes.com/raw/raw13,https://app.nmsassistant.com/assets/images/rawMaterials/13.png,#F26D15
Lithium,1,https://nomansskyrecipes.com/raw/raw77,https://app.nmsassistant.com/assets/images/rawMaterials/77.png,#1A2733,,,,,,,,,,,Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72
Quartzite,1,https://nomansskyrecipes.com/raw/raw75,https://app.nmsassistant.com/assets/images/rawMaterials/75.png,#4D2957,Lithium,1,https://nomansskyrecipes.com/raw/raw77,https://app.nmsassistant.com/assets/images/rawMaterials/77.png,#1A2733,,,,,,Crystallised Helium,1,https://nomansskyrecipes.com/raw/raw78,https://app.nmsassistant.com/assets/images/rawMaterials/78.png,#1E4FD0
Activated Quartzite,1,https://nomansskyrecipes.com/raw/raw80,https://app.nmsassistant.com/assets/images/rawMaterials/80.png,#4D2957,Lithium,1,https://nomansskyrecipes.com/raw/raw77,https://app.nmsassistant.com/assets/images/rawMaterials/77.png,#1A2733,,,,,,Crystallised Helium,2,https://nomansskyrecipes.com/raw/raw78,https://app.nmsassistant.com/assets/images/rawMaterials/78.png,#1E4FD0
Lithium,1,https://nomansskyrecipes.com/raw/raw77,https://app.nmsassistant.com/assets/images/rawMaterials/77.png,#1A2733,Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,,,,,,Pyrite,1,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002
Lithium,1,https://nomansskyrecipes.com/raw/raw77,https://app.nmsassistant.com/assets/images/rawMaterials/77.png,#1A2733,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Pyrite,2,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002
Lithium,1,https://nomansskyrecipes.com/raw/raw77,https://app.nmsassistant.com/assets/images/rawMaterials/77.png,#1A2733,Magnetised Ferrite,1,https://nomansskyrecipes.com/raw/raw10,https://app.nmsassistant.com/assets/images/rawMaterials/10.png,#8A7F72,,,,,,Pyrite,3,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002
Quartzite,1,https://nomansskyrecipes.com/raw/raw75,https://app.nmsassistant.com/assets/images/rawMaterials/75.png,#4D2957,Lithium,1,https://nomansskyrecipes.com/raw/raw77,https://app.nmsassistant.com/assets/images/rawMaterials/77.png,#1A2733,Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Activated Quartzite,1,https://nomansskyrecipes.com/raw/raw80,https://app.nmsassistant.com/assets/images/rawMaterials/80.png,#4D2957
Activated Quartzite,1,https://nomansskyrecipes.com/raw/raw80,https://app.nmsassistant.com/assets/images/rawMaterials/80.png,#4D2957,Lithium,1,https://nomansskyrecipes.com/raw/raw77,https://app.nmsassistant.com/assets/images/rawMaterials/77.png,#1A2733,Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Sodium Nitrate,2,https://nomansskyrecipes.com/raw/raw13,https://app.nmsassistant.com/assets/images/rawMaterials/13.png,#F26D15
Methane,3,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,,,,,,,,,,,Nitrogen,1,https://nomansskyrecipes.com/raw/raw37,https://app.nmsassistant.com/assets/images/rawMaterials/37.png,#DE921F
Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Di-hydrogen,1,https://nomansskyrecipes.com/raw/raw5,https://app.nmsassistant.com/assets/images/rawMaterials/5.png,#355A7D,,,,,,Phosphorus,1,https://nomansskyrecipes.com/raw/raw29,https://app.nmsassistant.com/assets/images/rawMaterials/29.png,#DB2400
Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Oxygen,1,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830,,,,,,Nitrogen,1,https://nomansskyrecipes.com/raw/raw37,https://app.nmsassistant.com/assets/images/rawMaterials/37.png,#DE921F
Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Chromatic Metal,1,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000,,,,,,Nitrogen,1,https://nomansskyrecipes.com/raw/raw37,https://app.nmsassistant.com/assets/images/rawMaterials/37.png,#DE921F
Methane,1,https://nomansskyrecipes.com/raw/raw79,https://app.nmsassistant.com/assets/images/rawMaterials/79.png,#01387D,Sodium,1,https://nomansskyrecipes.com/raw/raw12,https://app.nmsassistant.com/assets/images/rawMaterials/12.png,#F26D15,,,,,,Sodium Nitrate,1,https://nomansskyrecipes.com/raw/raw13,https://app.nmsassistant.com/assets/images/rawMaterials/13.png,#F26D15
